Date,Colony,sub,Treatment,Treated.leaf,Hour,Forager.age,LS,HH,,,,,,,,
20190720,Nina,1,II,HH,7,Young,22,21,,,,,,,,
20190720,Nina,1,II,HH,7.5,Old,22,12,,,,,,,,
20190720,Nina,1,II,HH,7.5,Young,18,3,,,,,,,,
20190721,Miriam,2,I,LS,0,Old,27,16,,,,,,,,
20190721,Miriam,2,I,LS,0,Young,8,2,,,,,,,,
20190721,Miriam,2,I,LS,1,Old,66,27,,,,,,,,
20190721,Miriam,2,I,LS,1,Young,9,6,,,,,,,,
20190721,Miriam,2,I,LS,2,Old,49,19,,,,,,,,
20190721,Miriam,2,I,LS,2,Young,14,22,,,,,,,,
20190721,Miriam,2,I,LS,3,Old,34,18,,,,,,,,
20190721,Miriam,2,I,LS,3,Young,9,12,,,,,,,,
20190721,Miriam,2,I,LS,4,Old,58,13,,,,,,,,
20190721,Miriam,2,I,LS,4,Young,5,7,,,,,,,,
20190721,Miriam,2,I,LS,5,Old,55,32,,,,,,,,
20190721,Miriam,2,I,LS,5,Young,15,15,,,,,,,,
20190721,Miriam,2,I,LS,6,Old,39,26,,,,,,,,
20190721,Miriam,2,I,LS,6,Young,21,20,,,,,,,,
20190721,Miriam,2,I,LS,7,Old,28,29,,,,,,,,
20190721,Miriam,2,I,LS,7,Young,16,5,,,,,,,,
20190721,Miriam,2,I,LS,7.5,Old,11,21,,,,,,,,
20190721,Miriam,2,I,LS,7.5,Young,16,17,,,,,,,,
20190722,Miriam,1,IV,LS,0,Old,17,21,,,,,,,,
20190722,Miriam,1,IV,LS,0,Young,10,7,,,,,,,,
20190722,Miriam,1,IV,LS,1,Old,30,46,,,,,,,,
20190722,Miriam,1,IV,LS,1,Young,4,3,,,,,,,,
20190722,Miriam,1,IV,LS,2,Old,36,29,,,,,,,,
20190722,Miriam,1,IV,LS,2,Young,12,12,,,,,,,,
20190722,Miriam,1,IV,LS,3,Old,37,30,,, ,,,,,
20190722,Miriam,1,IV,LS,3,Young,23,12,,,,,,,,
20190722,Miriam,1,IV,LS,4,Old,26,23,,,,,,,,
20190722,Miriam,1,IV,LS,4,Young,30,16,,,,,,,,
20190722,Miriam,1,IV,LS,5,Old,27,20,,,,,,,,
20190722,Miriam,1,IV,LS,5,Young,15,4,,,,,,,,
20190722,Miriam,1,IV,LS,6,Old,36,19,,,,,,,,
20190722,Miriam,1,IV,LS,6,Young,9,2,,,,,,,,
20190722,Miriam,1,IV,LS,7,Old,32,37,,,,,,,,
20190722,Miriam,1,IV,LS,7,Young,24,23,,,,,,,,
20190722,Miriam,1,IV,LS,7.5,Old,15,14,,,,,,,,
20190722,Miriam,1,IV,LS,7.5,Young,10,6,,,,,,,,
20190803,Honey,1,I,HH,0,Old,18,3,,,,,,,,
20190803,Honey,1,I,HH,0,Young,7,0,,,,,,,,
20190803,Honey,1,I,HH,1,Old,42,30,,,,,,,,
20190803,Honey,1,I,HH,1,Young,64,1,,,,,,,,
20190803,Honey,1,I,HH,2,Old,49,24,,,,,,,,
20190803,Honey,1,I,HH,2,Young,53,2,,,,,,,,
20190803,Honey,1,I,HH,3,Old,29,26,,,,,,,,
20190803,Honey,1,I,HH,3,Young,62,1,,,,,,,,
20190803,Honey,1,I,HH,4,Old,30,20,,,,,,,,
20190803,Honey,1,I,HH,4,Young,32,2,,,,,,,,
20190803,Honey,1,I,HH,5,Old,7,9,,,,,,,,
20190803,Honey,1,I,HH,5,Young,6,10,,,,,,,,
20190803,Honey,1,I,HH,6,Old,23,27,,,,,,,,
20190803,Honey,1,I,HH,6,Young,54,3,,,,,,,,
20190803,Honey,1,I,HH,7,Old,23,11,,,,,,,,
20190803,Honey,1,I,HH,7,Young,41,1,,,,,,,,
20190803,Honey,1,I,HH,7.5,Old,17,15,,,,,,,,
20190803,Honey,1,I,HH,7.5,Young,17,3,,,,,,,,
20190804,Honey,2,IV,HH,0,Old,14,2,,,,,,,,
20190804,Honey,2,IV,HH,0,Young,29,30,,,,,,,,
20190804,Honey,2,IV,HH,1,Old,34,3,,,,,,,,
20190804,Honey,2,IV,HH,1,Young,40,39,,,,,,,,
20190804,Honey,2,IV,HH,2,Old,45,0,,,,,,,,
20190804,Honey,2,IV,HH,2,Young,63,32,,,,,,,,
20190804,Honey,2,IV,HH,3,Old,20,0,,,,,,,,
20190804,Honey,2,IV,HH,3,Young,23,11,,,,,,,,
20190804,Honey,2,IV,HH,4,Old,37,6,,,,,,,,
20190804,Honey,2,IV,HH,4,Young,56,29,,,,,,,,
20190804,Honey,2,IV,HH,5,Old,13,1,,,,,,,,
20190804,Honey,2,IV,HH,5,Young,35,11,,,,,,,,
20190804,Honey,2,IV,HH,6,Old,29,0,,,,,,,,
20190804,Honey,2,IV,HH,6,Young,39,20,,,,,,,,
20190804,Honey,2,IV,HH,7,Old,41,4,,,,,,,,
20190804,Honey,2,IV,HH,7,Young,46,21,,,,,,,,
20190804,Honey,2,IV,HH,7.5,Old,25,1,,,,,,,,
20190804,Honey,2,IV,HH,7.5,Young,5,6,,,,,,,,
20190805,Sasha,1,II,HH,0,Old,43,1,,,,,,,,
20190805,Sasha,1,II,HH,0,Young,2,4,,,,,,,,
20190805,Sasha,1,II,HH,1,Old,82,6,,,,,,,,
20190805,Sasha,1,II,HH,1,Young,30,14,,,,,,,,
20190805,Sasha,1,II,HH,2,Old,59,9,,,,,,,,
20190805,Sasha,1,II,HH,2,Young,34,30,,,,,,,,
20190805,Sasha,1,II,HH,3,Old,48,10,,,,,,,,
20190805,Sasha,1,II,HH,3,Young,15,6,,,,,,,,
20190805,Sasha,1,II,HH,4,Old,56,12,,,,,,,,
20190805,Sasha,1,II,HH,4,Young,44,25,,,,,,,,
20190805,Sasha,1,II,HH,5,Old,38,11,,,,,,,,
20190805,Sasha,1,II,HH,5,Young,40,21,,,,,,,,
20190805,Sasha,1,II,HH,6,Old,65,5,,,,,,,,
20190805,Sasha,1,II,HH,6,Young,26,29,,,,,,,,
20190805,Sasha,1,II,HH,7,Old,50,11,,,,,,,,
20190805,Sasha,1,II,HH,7,Young,25,30,,,,,,,,
20190805,Sasha,1,II,HH,7.5,Old,12,6,,,,,,,,
20190805,Sasha,1,II,HH,7.5,Young,15,7,,,,,,,,
20190806,Sasha,2,III,HH,0,Old,38,14,,,,,,,,
20190806,Sasha,2,III,HH,0,Young,34,0,,,,,,,,
20190806,Sasha,2,III,HH,1,Old,56,38,,,,,,,,
20190806,Sasha,2,III,HH,1,Young,50,11,,,,,,,,
20190806,Sasha,2,III,HH,2,Old,54,33,,,,,,,,
20190806,Sasha,2,III,HH,2,Young,26,6,,,,,,,,
20190806,Sasha,2,III,HH,3,Old,42,22,,,,,,,,
20190806,Sasha,2,III,HH,3,Young,46,10,,,,,,,,
20190806,Sasha,2,III,HH,4,Old,45,35,,,,,,,,
20190806,Sasha,2,III,HH,4,Young,60,11,,,,,,,,
20190806,Sasha,2,III,HH,5,Old,64,59,,,,,,,,
20190806,Sasha,2,III,HH,5,Young,61,10,,,,,,,,
20190806,Sasha,2,III,HH,6,Old,41,43,,,,,,,,
20190806,Sasha,2,III,HH,6,Young,54,13,,,,,,,,
20190806,Sasha,2,III,HH,7,Old,37,42,,,,,,,,
20190806,Sasha,2,III,HH,7,Young,35,10,,,,,,,,
20190806,Sasha,2,III,HH,7.5,Old,18,24,,,,,,,,
20190806,Sasha,2,III,HH,7.5,Young,17,9,,,,,,,,
20190807,Moira,2,IV,LS,0,Old,0,8,,,,,,,,
20190807,Moira,2,IV,LS,0,Young,41,23,,,,,,,,
20190807,Moira,2,IV,LS,1,Old,4,16,,,,,,,,
20190807,Moira,2,IV,LS,1,Young,49,38,,,,,,,,
20190807,Moira,2,IV,LS,2,Old,5,32,,,,,,,,
20190807,Moira,2,IV,LS,2,Young,40,35,,,,,,,,
20190807,Moira,2,IV,LS,3,Old,0,48,,,,,,,,
20190807,Moira,2,IV,LS,3,Young,41,76,,,,,,,,
20190807,Moira,2,IV,LS,4,Old,1,23,,,,,,,,
20190807,Moira,2,IV,LS,4,Young,36,41,,,,,,,,
20190807,Moira,2,IV,LS,5,Old,4,23,,,,,,,,
20190807,Moira,2,IV,LS,5,Young,12,44,,,,,,,,
20190807,Moira,2,IV,LS,6,Old,0,6,,,,,,,,
20190807,Moira,2,IV,LS,6,Young,23,33,,,,,,,,
20190807,Moira,2,IV,LS,7,Old,3,34,,,,,,,,
20190807,Moira,2,IV,LS,7,Young,18,68,,,,,,,,
20190807,Moira,2,IV,LS,7.5,Old,1,5,,,,,,,,
20190807,Moira,2,IV,LS,7.5,Young,13,36,,,,,,,,
20190808,Moira,1,I,LS,0,Old,10,9,,,,,,,,
20190808,Moira,1,I,LS,0,Young,0,38,,,,,,,,
20190808,Moira,1,I,LS,1,Old,28,10,,,,,,,,
20190808,Moira,1,I,LS,1,Young,4,85,,,,,,,,
20190808,Moira,1,I,LS,2,Old,15,11,,,,,,,,
20190808,Moira,1,I,LS,2,Young,1,85,,,,,,,,
20190808,Moira,1,I,LS,3,Old,27,14,,,,,,,,
20190808,Moira,1,I,LS,3,Young,2,65,,,,,,,,
20190808,Moira,1,I,LS,4,Old,15,25,,,,,,,,
20190808,Moira,1,I,LS,4,Young,0,46,,,,,,,,
20190808,Moira,1,I,LS,5,Old,19,6,,,,,,,,
20190808,Moira,1,I,LS,5,Young,6,53,,,,,,,,
20190808,Moira,1,I,LS,6,Old,9,5,,,,,,,,
20190808,Moira,1,I,LS,6,Young,1,31,,,,,,,,
20190808,Moira,1,I,LS,7,Old,15,2,,,,,,,,
20190808,Moira,1,I,LS,7,Young,3,28,,,,,,,,
20190808,Moira,1,I,LS,7.5,Old,5,2,,,,,,,,
20190808,Moira,1,I,LS,7.5,Young,1,19,,,,,,,,
20190809,Naomi,1,II,LS,0,Old,7,49,,,,,,,,
20190809,Naomi,1,II,LS,0,Young,11,1,,,,,,,,
20190809,Naomi,1,II,LS,1,Old,50,53,,,,,,,,
20190809,Naomi,1,II,LS,1,Young,11,0,,,,,,,,
20190809,Naomi,1,II,LS,2,Old,28,38,,,,,,,,
20190809,Naomi,1,II,LS,2,Young,3,1,,,,,,,,
20190809,Naomi,1,II,LS,3,Old,36,55,,,,,,,,
20190809,Naomi,1,II,LS,3,Young,3,0,,,,,,,,
20190809,Naomi,1,II,LS,4,Old,25,44,,,,,,,,
20190809,Naomi,1,II,LS,4,Young,3,0,,,,,,,,
20190809,Naomi,1,II,LS,5,Old,5,46,,,,,,,,
20190809,Naomi,1,II,LS,5,Young,0,0,,,,,,,,
20190809,Naomi,1,II,LS,6,Old,25,66,,,,,,,,
20190809,Naomi,1,II,LS,6,Young,3,1,,,,,,,,
20190809,Naomi,1,II,LS,7,Old,32,59,,,,,,,,
20190809,Naomi,1,II,LS,7,Young,5,15,,,,,,,,
20190809,Naomi,1,II,LS,7.5,Old,6,35,,,,,,,,
20190809,Naomi,1,II,LS,7.5,Young,0,2,,,,,,,,
20190810,Naomi,2,III,LS,0,Old,15,31,,,,,,,,
20190810,Naomi,2,III,LS,0,Young,0,20,,,,,,,,
20190810,Naomi,2,III,LS,1,Old,78,66,,,,,,,,
20190810,Naomi,2,III,LS,1,Young,3,20,,,,,,,,
20190810,Naomi,2,III,LS,2,Old,47,62,,,,,,,,
20190810,Naomi,2,III,LS,2,Young,2,17,,,,,,,,
20190810,Naomi,2,III,LS,3,Old,37,73,,,,,,,,
20190810,Naomi,2,III,LS,3,Young,1,24,,,,,,,,
20190810,Naomi,2,III,LS,4,Old,37,43,,,,,,,,
20190810,Naomi,2,III,LS,4,Young,1,17,,,,,,,,
20190810,Naomi,2,III,LS,5,Old,12,62,,,,,,,,
20190810,Naomi,2,III,LS,5,Young,1,22,,,,,,,,
20190810,Naomi,2,III,LS,6,Old,15,28,,,,,,,,
20190810,Naomi,2,III,LS,6,Young,0,14,,,,,,,,
20190810,Naomi,2,III,LS,7,Old,19,52,,,,,,,,
20190810,Naomi,2,III,LS,7,Young,7,32,,,,,,,,
20190810,Naomi,2,III,LS,7.5,Old,25,54,,,,,,,,
20190810,Naomi,2,III,LS,7.5,Young,4,15,,,,,,,,
20190812,Vanjie,2,IV,HH,0,Old,36,1,,,,,,,,
20190812,Vanjie,2,IV,HH,0,Young,0,0,,,,,,,,
20190812,Vanjie,2,IV,HH,1,Old,70,2,,,,,,,,
20190812,Vanjie,2,IV,HH,1,Young,0,0,,,,,,,,
20190812,Vanjie,2,IV,HH,2,Old,99,0,,,,,,,,
20190812,Vanjie,2,IV,HH,2,Young,5,1,,,,,,,,
20190812,Vanjie,2,IV,HH,3,Old,63,0,,,,,,,,
20190812,Vanjie,2,IV,HH,3,Young,7,0,,,,,,,,
20190812,Vanjie,2,IV,HH,4,Old,75,0,,,,,,,,
20190812,Vanjie,2,IV,HH,4,Young,6,0,,,,,,,,
20190812,Vanjie,2,IV,HH,5,Old,48,1,,,,,,,,
20190812,Vanjie,2,IV,HH,5,Young,14,0,,,,,,,,
20190812,Vanjie,2,IV,HH,6,Old,38,4,,,,,,,,
20190812,Vanjie,2,IV,HH,6,Young,12,2,,,,,,,,
20190812,Vanjie,2,IV,HH,7,Old,27,1,,,,,,,,
20190812,Vanjie,2,IV,HH,7,Young,6,0,,,,,,,,
20190812,Vanjie,2,IV,HH,7.5,Old,6,6,,,,,,,,
20190812,Vanjie,2,IV,HH,7.5,Young,1,0,,,,,,,,
20190813,Vanjie,1,I,HH,0,Old,20,1,,,,,,,,
20190813,Vanjie,1,I,HH,0,Young,2,0,,,,,,,,
20190813,Vanjie,1,I,HH,1,Old,40,1,,,,,,,,
20190813,Vanjie,1,I,HH,1,Young,3,0,,,,,,,,
20190813,Vanjie,1,I,HH,2,Old,25,0,,,,,,,,
20190813,Vanjie,1,I,HH,2,Young,1,0,,,,,,,,
20190813,Vanjie,1,I,HH,3,Old,12,0,,,,,,,,
20190813,Vanjie,1,I,HH,3,Young,0,0,,,,,,,,
20190813,Vanjie,1,I,HH,4,Old,1,0,,,,,,,,
20190813,Vanjie,1,I,HH,4,Young,0,0,,,,,,,,
20190813,Vanjie,1,I,HH,5,Old,11,0,,,,,,,,
20190813,Vanjie,1,I,HH,5,Young,0,0,,,,,,,,
20190813,Vanjie,1,I,HH,6,Old,17,1,,,,,,,,
20190813,Vanjie,1,I,HH,6,Young,0,0,,,,,,,,
20190813,Vanjie,1,I,HH,7,Old,31,0,,,,,,,,
20190813,Vanjie,1,I,HH,7,Young,8,0,,,,,,,,
20190813,Vanjie,1,I,HH,7.5,Old,23,0,,,,,,,,
20190813,Vanjie,1,I,HH,7.5,Young,19,0,,,,,,,,
20190814,Rebecca,1,I,HH,0,Old,30,22,,,,,,,,
20190814,Rebecca,1,I,HH,0,Young,13,1,,,,,,,,
20190814,Rebecca,1,I,HH,1,Old,33,48,,,,,,,,
20190814,Rebecca,1,I,HH,1,Young,25,1,,,,,,,,
20190814,Rebecca,1,I,HH,2,Old,83,67,,,,,,,,
20190814,Rebecca,1,I,HH,2,Young,17,0,,,,,,,,
20190814,Rebecca,1,I,HH,3,Old,80,61,,,,,,,,
20190814,Rebecca,1,I,HH,3,Young,13,1,,,,,,,,
20190814,Rebecca,1,I,HH,4,Old,65,60,,,,,,,,
20190814,Rebecca,1,I,HH,4,Young,20,6,,,,,,,,
20190814,Rebecca,1,I,HH,5,Old,47,47,,,,,,,,
20190814,Rebecca,1,I,HH,5,Young,26,2,,,,,,,,
20190814,Rebecca,1,I,HH,6,Old,56,58,,,,,,,,
20190814,Rebecca,1,I,HH,6,Young,10,1,,,,,,,,
20190814,Rebecca,1,I,HH,7,Old,61,63,,,,,,,,
20190814,Rebecca,1,I,HH,7,Young,28,3,,,,,,,,
20190814,Rebecca,1,I,HH,7.5,Old,36,23,,,,,,,,
20190814,Rebecca,1,I,HH,7.5,Young,19,1,,,,,,,,
20190815,Rebecca,2,IV,HH,0,Old,31,4,,,,,,,,
20190815,Rebecca,2,IV,HH,0,Young,10,7,,,,,,,,
20190815,Rebecca,2,IV,HH,1,Old,102,28,,,,,,,,
20190815,Rebecca,2,IV,HH,1,Young,18,13,,,,,,,,
20190815,Rebecca,2,IV,HH,2,Old,123,10,,,,,,,,
20190815,Rebecca,2,IV,HH,2,Young,10,20,,,,,,,,
20190815,Rebecca,2,IV,HH,3,Old,108,9,,,,,,,,
20190815,Rebecca,2,IV,HH,3,Young,17,13,,,,,,,,
20190815,Rebecca,2,IV,HH,4,Old,99,6,,,,,,,,
20190815,Rebecca,2,IV,HH,4,Young,16,10,,,,,,,,
20190815,Rebecca,2,IV,HH,5,Old,53,5,,,,,,,,
20190815,Rebecca,2,IV,HH,5,Young,21,7,,,,,,,,
20190815,Rebecca,2,IV,HH,6,Old,70,2,,,,,,,,
20190815,Rebecca,2,IV,HH,6,Young,18,11,,,,,,,,
20190815,Rebecca,2,IV,HH,7,Old,60,2,,,,,,,,
20190815,Rebecca,2,IV,HH,7,Young,12,2,,,,,,,,
20190815,Rebecca,2,IV,HH,7.5,Old,33,0,,,,,,,,
20190815,Rebecca,2,IV,HH,7.5,Young,11,1,,,,,,,,
20190819,Dana,1,I,LS,0,Old,33,20,,,,,,,,
20190819,Dana,1,I,LS,0,Young,0,2,,,,,,,,
20190819,Dana,1,I,LS,1,Old,80,43,,,,,,,,
20190819,Dana,1,I,LS,1,Young,1,5,,,,,,,,
20190819,Dana,1,I,LS,2,Old,61,57,,,,,,,,
20190819,Dana,1,I,LS,2,Young,0,12,,,,,,,,
20190819,Dana,1,I,LS,3,Old,66,61,,,,,,,,
20190819,Dana,1,I,LS,3,Young,0,13,,,,,,,,
20190819,Dana,1,I,LS,4,Old,63,60,,,,,,,,
20190819,Dana,1,I,LS,4,Young,0,10,,,,,,,,
20190819,Dana,1,I,LS,5,Old,40,62,,,,,,,,
20190819,Dana,1,I,LS,5,Young,0,16,,,,,,,,
20190819,Dana,1,I,LS,6,Old,19,62,,,,,,,,
20190819,Dana,1,I,LS,6,Young,0,13,,,,,,,,
20190819,Dana,1,I,LS,7,Old,33,63,,,,,,,,
20190819,Dana,1,I,LS,7,Young,4,2,,,,,,,,
20190819,Dana,1,I,LS,7.5,Old,25,34,,,,,,,,
20190819,Dana,1,I,LS,7.5,Young,1,4,,,,,,,,
20190820,Dana,2,IV,LS,0,Old,1,20,,,,,,,,
20190820,Dana,2,IV,LS,0,Young,3,4,,,,,,,,
20190820,Dana,2,IV,LS,1,Old,32,50,,,,,,,,
20190820,Dana,2,IV,LS,1,Young,20,8,,,,,,,,
20190820,Dana,2,IV,LS,2,Old,29,73,,,,,,,,
20190820,Dana,2,IV,LS,2,Young,30,7,,,,,,,,
20190820,Dana,2,IV,LS,3,Old,24,68,,,,,,,,
20190820,Dana,2,IV,LS,3,Young,15,5,,,,,,,,
20190820,Dana,2,IV,LS,4,Old,16,46,,,,,,,,
20190820,Dana,2,IV,LS,4,Young,23,2,,,,,,,,
20190820,Dana,2,IV,LS,5,Old,13,33,,,,,,,,
20190820,Dana,2,IV,LS,5,Young,16,8,,,,,,,,
20190820,Dana,2,IV,LS,6,Old,13,53,,,,,,,,
20190820,Dana,2,IV,LS,6,Young,7,16,,,,,,,,
20190820,Dana,2,IV,LS,7,Old,17,59,,,,,,,,
20190820,Dana,2,IV,LS,7,Young,16,15,,,,,,,,
20190820,Dana,2,IV,LS,7.5,Old,5,39,,,,,,,,
20190820,Dana,2,IV,LS,7.5,Young,7,11,,,,,,,,
20190821,Gondor,2,III,HH,0,Old,31,2,,,,,,,,
20190821,Gondor,2,III,HH,0,Young,1,0,,,,,,,,
20190821,Gondor,2,III,HH,1,Old,91,6,,,,,,,,
20190821,Gondor,2,III,HH,1,Young,4,0,,,,,,,,
20190821,Gondor,2,III,HH,2,Old,73,5,,,,,,,,
20190821,Gondor,2,III,HH,2,Young,1,0,,,,,,,,
20190821,Gondor,2,III,HH,3,Old,80,9,,,,,,,,
20190821,Gondor,2,III,HH,3,Young,8,0,,,,,,,,
20190821,Gondor,2,III,HH,4,Old,52,4,,,,,,,,
20190821,Gondor,2,III,HH,4,Young,8,0,,,,, ,,,
20190821,Gondor,2,III,HH,5,Old,79,1,,,,,,,,
20190821,Gondor,2,III,HH,5,Young,14,0,,,,,,,,
20190821,Gondor,2,III,HH,6,Old,45,0,,,,,,,,
20190821,Gondor,2,III,HH,6,Young,0,0,,,,,,,,
20190821,Gondor,2,III,HH,7,Old,64,3,,,,,,,,
20190821,Gondor,2,III,HH,7,Young,11,0,,,,,,,,
20190821,Gondor,2,III,HH,7.5,Old,48,0,,,,,,,,
20190821,Gondor,2,III,HH,7.5,Young,2,0,,,,,,,,
20190822,Gondor,1,II,HH,0,Old,14,0,,,,,,,,
20190822,Gondor,1,II,HH,0,Young,1,0,,,,,,,,
20190822,Gondor,1,II,HH,1,Old,12,0,,,,,,,,
20190822,Gondor,1,II,HH,1,Young,0,1,,,,,,,,
20190822,Gondor,1,II,HH,2,Old,11,0,,,,,,,,
20190822,Gondor,1,II,HH,2,Young,0,0,,,,,,,,
20190822,Gondor,1,II,HH,3,Old,40,0,,,,,,,,
20190822,Gondor,1,II,HH,3,Young,5,1,,,,,,,,
20190822,Gondor,1,II,HH,4,Old,79,0,,,,,,,,
20190822,Gondor,1,II,HH,4,Young,14,0,,,,,,,,
20190822,Gondor,1,II,HH,5,Old,60,0,,,,,,,,
20190822,Gondor,1,II,HH,5,Young,3,0,,,,,,,,
20190822,Gondor,1,II,HH,6,Old,37,0,,,,,,,,
20190822,Gondor,1,II,HH,6,Young,2,3,,,,,,,,
20190822,Gondor,1,II,HH,7,Old,89,0,,,,,,,,
20190822,Gondor,1,II,HH,7,Young,20,2,,,,,,,,
20190822,Gondor,1,II,HH,7.5,Old,53,0,,,,,,,,
20190822,Gondor,1,II,HH,7.5,Young,8,0,,,,,,,,
20190823,Amber,1,II,HH,0,Old,21,7,,,,,,,,
20190823,Amber,1,II,HH,0,Young,23,3,,,,,,,,
20190823,Amber,1,II,HH,1,Old,31,8,,,,,,,,
20190823,Amber,1,II,HH,1,Young,64,19,,,,,,,,
20190823,Amber,1,II,HH,2,Old,36,5,,,,,,,,
20190823,Amber,1,II,HH,2,Young,77,23,,,,,,,,
20190823,Amber,1,II,HH,3,Old,36,4,,,,,,,,
20190823,Amber,1,II,HH,3,Young,69,12,,,,,,,,
20190823,Amber,1,II,HH,4,Old,45,2,,,,,,,,
20190823,Amber,1,II,HH,4,Young,61,9,,,,,,,,
20190823,Amber,1,II,HH,5,Old,29,0,,,,,,,,
20190823,Amber,1,II,HH,5,Young,55,4,,,,,,,,
20190823,Amber,1,II,HH,6,Old,45,0,,,,,,,,
20190823,Amber,1,II,HH,6,Young,43,3,,,,,,,,
20190823,Amber,1,II,HH,7,Old,54,2,,,,,,,,
20190823,Amber,1,II,HH,7,Young,53,4,,,,,,,,
20190823,Amber,1,II,HH,7.5,Old,21,0,,,,,,,,
20190823,Amber,1,II,HH,7.5,Young,21,2,,,,,,,,
20190824,Amber,2,III,HH,0,Old,15,13,,,,,,,,
20190824,Amber,2,III,HH,0,Young,16,1,,,,,,,,
20190824,Amber,2,III,HH,1,Old,32,12,,,,,,,,
20190824,Amber,2,III,HH,1,Young,64,0,,,,,,,,
20190824,Amber,2,III,HH,2,Old,31,2,,,,,,,,
20190824,Amber,2,III,HH,2,Young,72,2,,,,,,,,
20190824,Amber,2,III,HH,3,Old,25,1,,,,,,,,
20190824,Amber,2,III,HH,3,Young,34,0,,,,,,,,
20190824,Amber,2,III,HH,4,Old,45,2,,,,,,,,
20190824,Amber,2,III,HH,4,Young,23,0,,,,,,,,
20190824,Amber,2,III,HH,5,Old,38,1,,,,,,,,
20190824,Amber,2,III,HH,5,Young,51,0,,,,,,,,
20190824,Amber,2,III,HH,6,Old,17,6,,,,,,,,
20190824,Amber,2,III,HH,6,Young,55,1,,,, ,,,,
20190824,Amber,2,III,HH,7,Old,21,1,,,,,,,,
20190824,Amber,2,III,HH,7,Young,47,2,,,,,,,,
20190824,Amber,2,III,HH,7.5,Old,12,0,,,,,,,,
20190824,Amber,2,III,HH,7.5,Young,21,0,,,,,,,,
